brand,condition,ram_gb,storage_gb,carrier,price,usd_discount,user_rating,num_support_tickets_30d,days_since_purchase,expedited_shipping,returned
Apple,New,12,256,T-Mobile,760.39,27.06,4.59,0,110,0,0
Apple,New,16,128,Verizon,772.78,180.45,4.85,0,32,0,0
Apple,New,8,128,Unlocked,1106.88,124.87,4.53,1,17,0,1
Xiaomi,New,6,128,Unlocked,635.9,32.82,4.74,0,62,1,0
Apple,New,8,128,AT&T,959.64,111.04,3.86,0,14,0,0
Xiaomi,New,8,256,Verizon,1058.9,0.0,4.93,1,33,0,0
Apple,New,8,64,Unlocked,1106.72,40.19,2.75,0,14,0,0
Apple,New,8,256,Verizon,1328.83,159.65,5.0,0,3,0,0
Apple,New,8,128,Unlocked,708.73,101.09,5.0,0,12,1,1
Apple,New,12,128,Unlocked,659.05,96.27,4.78,1,116,1,0
Google,New,8,256,AT&T,1029.79,139.22,5.0,0,19,0,0
Samsung,OpenBox,12,128,Unlocked,1056.85,116.68,3.5,2,27,0,0
Apple,Refurbished,8,512,Unlocked,676.04,64.04,4.79,0,19,1,0
Samsung,New,8,256,Unlocked,956.66,136.18,4.47,1,9,1,0
Samsung,New,8,512,T-Mobile,1449.33,0.0,4.52,0,20,0,0
Xiaomi,New,16,128,Unlocked,873.03,39.95,3.82,0,13,1,0
Xiaomi,Refurbished,8,128,Unlocked,1053.17,74.18,4.6,1,18,0,0
Google,New,8,128,Unlocked,1196.88,112.86,4.57,0,55,0,0
Google,OpenBox,8,256,Unlocked,1400.82,60.5,4.06,2,45,0,0
Google,New,12,256,Unlocked,904.05,0.0,4.37,0,22,0,0
Samsung,New,8,128,Unlocked,1125.67,0.0,3.74,1,31,0,1
Google,New,8,128,Unlocked,676.53,75.91,4.2,1,56,0,0
Apple,OpenBox,12,128,Verizon,855.47,51.33,4.88,1,50,0,0
Google,OpenBox,6,64,Unlocked,751.78,25.4,4.89,0,15,0,0
Xiaomi,New,8,128,Unlocked,435.23,15.36,4.78,0,107,0,0
Apple,New,8,256,AT&T,497.33,88.03,4.88,0,47,0,0
OnePlus,New,16,512,Unlocked,944.61,158.14,4.89,1,42,0,0
Xiaomi,Refurbished,12,128,Unlocked,948.93,88.03,4.08,1,69,0,0
Apple,New,6,64,T-Mobile,620.84,158.94,4.57,0,35,0,1
Samsung,OpenBox,12,128,Verizon,1192.62,57.56,4.94,1,75,1,0
Xiaomi,New,12,128,Verizon,605.8,106.61,3.71,1,109,1,0
Xiaomi,New,8,256,Unlocked,906.6,161.12,3.71,0,101,0,0
Apple,New,8,64,T-Mobile,758.65,70.53,3.68,2,39,1,0
Apple,New,6,512,Unlocked,873.53,81.56,3.51,1,12,0,1
Google,OpenBox,8,512,Unlocked,1047.68,57.53,3.87,0,15,0,1
Apple,OpenBox,8,128,AT&T,1016.62,115.55,4.14,0,26,1,1
Apple,OpenBox,12,512,Unlocked,1005.73,134.14,5.0,0,74,1,0
Apple,New,8,256,Verizon,977.63,101.08,4.18,0,59,0,0
Apple,OpenBox,8,512,Unlocked,570.0,66.23,3.64,1,34,0,1
Samsung,New,8,128,Unlocked,1099.6,0.0,4.48,0,24,1,0
Samsung,New,8,512,Verizon,616.74,77.09,4.31,0,62,0,0
Samsung,New,6,128,Unlocked,826.67,68.48,4.01,0,115,1,0
Google,New,8,128,Verizon,772.71,94.16,4.11,1,92,0,0
Samsung,New,6,512,Unlocked,927.03,87.01,4.93,0,31,1,0
Apple,New,8,128,Unlocked,743.36,174.34,3.7,1,68,0,0
Apple,New,8,128,AT&T,815.13,38.22,3.57,0,61,1,0
Apple,New,12,64,Unlocked,1206.15,0.0,4.63,0,97,1,0
Apple,New,6,128,Verizon,565.04,11.45,4.09,0,41,1,0
Apple,New,8,128,Unlocked,849.46,41.98,5.0,0,42,0,1
Apple,OpenBox,8,128,Unlocked,604.89,144.92,4.32,0,54,0,0
Apple,New,6,256,Unlocked,998.36,2.17,4.35,0,21,0,0
Samsung,New,6,256,AT&T,690.12,10.17,4.79,0,104,1,0
Samsung,OpenBox,8,64,Unlocked,858.48,104.83,3.56,0,47,0,0
Xiaomi,Refurbished,8,256,Unlocked,558.57,130.96,4.57,0,103,0,0
Google,OpenBox,16,256,T-Mobile,1134.14,0.0,4.22,3,50,0,1
Samsung,OpenBox,6,256,Unlocked,866.01,0.0,4.91,1,81,1,0
Apple,Refurbished,12,256,AT&T,880.31,32.81,4.08,0,86,1,0
Samsung,New,12,512,Unlocked,1032.39,119.44,4.49,1,95,0,0
Apple,Refurbished,12,64,Unlocked,574.69,88.59,4.22,0,82,0,0
Samsung,Refurbished,8,256,Unlocked,714.7,35.0,4.61,2,83,0,0
Samsung,New,16,512,Unlocked,887.41,124.37,4.27,0,37,1,0
Samsung,OpenBox,8,256,AT&T,462.36,87.46,4.53,0,8,1,0
Apple,OpenBox,12,64,Unlocked,485.98,73.54,5.0,0,111,0,1
Google,OpenBox,8,256,Unlocked,669.32,0.0,4.26,1,101,0,0
OnePlus,OpenBox,12,256,AT&T,598.98,33.77,4.6,0,33,0,0
Google,New,16,128,Verizon,774.35,197.42,5.0,1,3,1,0
Samsung,New,16,256,Unlocked,964.94,59.82,4.59,2,119,1,0
Samsung,New,8,256,Unlocked,1014.97,22.59,3.18,2,10,0,0
Apple,OpenBox,12,256,Unlocked,1248.07,57.06,4.07,0,4,0,0
Google,OpenBox,6,128,T-Mobile,845.02,87.15,3.8,2,118,0,1
Samsung,OpenBox,12,256,Verizon,883.96,133.0,4.86,2,81,0,0
Apple,OpenBox,8,256,Verizon,844.53,117.27,4.35,0,72,1,1
Apple,Refurbished,12,128,Unlocked,920.46,39.4,4.93,3,74,1,0
Xiaomi,New,8,256,Unlocked,937.64,156.29,4.71,0,89,0,1
Samsung,Refurbished,6,128,Unlocked,1052.87,128.88,4.7,0,70,0,0
Samsung,New,8,512,Unlocked,1052.01,53.29,3.79,0,89,0,0
Samsung,New,6,256,Unlocked,964.26,72.31,4.65,0,93,0,0
Samsung,New,8,256,Unlocked,1182.24,116.04,5.0,1,26,1,0
Samsung,New,12,256,Unlocked,855.89,144.48,3.68,0,71,0,1
Apple,New,12,128,Unlocked,715.46,0.0,4.24,2,40,0,1
Samsung,New,12,256,Unlocked,751.43,84.23,4.58,0,73,0,0
Google,New,12,64,Unlocked,826.72,78.13,4.45,0,21,0,0
Apple,OpenBox,8,256,AT&T,611.6,45.76,5.0,1,105,0,0
Google,New,8,64,Verizon,715.06,45.45,4.76,0,32,0,0
Apple,New,8,256,Unlocked,599.24,143.26,4.6,0,23,0,0
Google,New,6,256,AT&T,925.67,112.08,4.81,1,15,1,0
Samsung,New,8,128,Unlocked,927.84,206.4,4.78,1,64,0,0
Samsung,New,12,128,Unlocked,460.84,45.81,4.42,0,43,0,0
Samsung,New,8,128,T-Mobile,706.1,88.23,4.22,0,85,0,1
Xiaomi,OpenBox,12,128,Unlocked,1251.54,98.58,4.9,1,50,1,0
Samsung,New,6,128,Verizon,988.55,133.77,4.03,0,37,0,0
Google,OpenBox,12,512,Unlocked,949.95,161.5,4.36,1,38,0,0
Google,New,8,512,Unlocked,703.86,85.62,3.82,0,27,0,0
Apple,OpenBox,12,512,Unlocked,913.2,14.31,4.77,0,84,1,0
Apple,Refurbished,8,128,Unlocked,846.81,37.35,5.0,0,16,0,0
Samsung,New,8,128,Unlocked,674.72,88.56,3.93,0,109,0,0
Apple,New,8,128,Unlocked,741.37,147.37,4.32,0,32,0,0
Samsung,New,8,256,Unlocked,746.32,0.0,4.16,0,2,0,0
Samsung,New,8,256,Unlocked,522.49,9.8,4.94,1,80,1,1
Samsung,New,6,256,Unlocked,558.82,125.43,5.0,2,85,1,0
Apple,New,8,128,Unlocked,806.12,2.38,4.16,0,74,1,0
Google,OpenBox,16,256,Unlocked,663.44,12.5,2.85,1,43,0,0
Samsung,Refurbished,8,512,Unlocked,783.8,148.19,4.98,0,21,1,0
Google,New,8,128,AT&T,496.76,66.72,4.42,0,104,0,0
Apple,New,12,256,T-Mobile,1026.29,62.13,4.42,0,59,0,0
Samsung,New,8,256,Unlocked,1307.71,162.1,4.88,0,57,0,0
Apple,New,12,128,Unlocked,1076.03,16.22,4.22,0,26,0,0
Samsung,OpenBox,8,512,T-Mobile,1098.72,4.16,4.08,0,94,0,0
Apple,New,8,512,Verizon,987.75,177.75,4.22,0,112,0,0
Xiaomi,New,6,256,T-Mobile,908.43,94.0,4.64,1,77,1,0
Apple,New,6,128,AT&T,869.04,120.78,4.84,1,87,0,0
Samsung,New,8,128,AT&T,648.8,61.33,5.0,0,85,1,0
Apple,New,12,256,Unlocked,1001.81,73.6,4.6,0,21,0,0
Samsung,New,6,128,Unlocked,988.76,37.77,4.33,0,56,0,0
Samsung,New,16,128,Verizon,748.14,99.09,4.84,0,35,0,1
Samsung,New,8,128,Unlocked,965.72,129.88,3.91,0,48,1,0
Apple,OpenBox,8,64,AT&T,697.33,91.76,5.0,1,102,0,0
Apple,New,12,256,T-Mobile,711.34,143.65,4.51,0,99,0,0
Apple,OpenBox,12,256,Unlocked,1020.52,119.74,4.29,2,67,0,0
Xiaomi,New,8,64,Unlocked,944.72,17.09,3.92,1,14,1,0
Samsung,New,8,256,T-Mobile,798.97,71.32,4.71,2,43,0,0
Apple,OpenBox,6,64,AT&T,773.51,53.1,4.26,0,87,0,0
Xiaomi,New,8,64,AT&T,888.45,125.21,4.35,1,72,1,0
Apple,New,12,128,Verizon,446.21,107.7,3.56,1,67,1,1
Samsung,New,8,128,T-Mobile,683.29,87.64,4.18,0,47,1,0
Google,OpenBox,12,128,Unlocked,571.68,140.82,4.12,0,116,0,0
OnePlus,Refurbished,6,256,Unlocked,852.61,0.0,4.61,1,109,1,0
Google,New,8,128,Unlocked,1089.5,43.81,4.27,0,77,0,1
Samsung,New,8,256,Unlocked,954.97,48.9,3.08,0,104,0,0
Xiaomi,New,8,128,AT&T,737.47,95.1,4.19,1,22,0,0
Apple,New,8,256,Unlocked,694.55,113.17,3.67,0,20,1,0
Xiaomi,New,16,256,Verizon,684.15,79.92,3.88,0,85,0,1
OnePlus,New,12,128,Unlocked,1289.92,1.1,4.9,3,81,0,0
Xiaomi,OpenBox,12,256,AT&T,864.97,104.41,3.56,0,30,0,0
Apple,New,6,256,Unlocked,893.95,87.68,4.55,1,100,0,0
Apple,OpenBox,16,64,Unlocked,385.55,0.0,4.15,2,89,1,0
Samsung,OpenBox,12,256,Unlocked,590.19,62.28,4.05,0,26,0,0
Samsung,OpenBox,12,256,Unlocked,840.28,102.44,3.91,1,73,0,0
Samsung,New,8,128,Unlocked,740.4,179.19,4.56,0,104,1,0
Xiaomi,New,6,512,Verizon,879.27,14.66,4.62,2,92,1,0
Samsung,New,12,128,Unlocked,876.37,127.41,3.54,0,50,1,1
Apple,New,8,256,T-Mobile,982.1,15.41,4.98,0,98,0,0
Samsung,New,8,512,T-Mobile,438.78,3.76,3.81,0,37,1,0
Apple,New,8,512,Unlocked,606.85,7.3,4.59,0,117,0,0
Apple,New,8,256,Unlocked,828.09,116.3,3.81,0,118,0,0
Apple,New,8,256,Unlocked,707.57,87.79,4.17,1,36,0,0
Google,Refurbished,12,128,Unlocked,781.74,61.12,3.76,0,82,1,1
Google,OpenBox,8,128,Unlocked,873.99,107.47,4.14,1,115,0,1
Samsung,New,8,512,T-Mobile,686.11,82.45,4.3,1,35,1,0
Samsung,Refurbished,6,128,T-Mobile,892.3,86.63,3.83,0,86,1,1
Samsung,New,16,256,Unlocked,969.68,61.79,4.56,0,64,1,0
Google,New,8,64,AT&T,864.32,18.35,4.62,0,53,0,0
OnePlus,OpenBox,8,128,AT&T,1008.56,181.48,5.0,0,77,0,0
Samsung,New,8,128,Unlocked,371.95,164.03,4.86,3,57,0,0
Google,New,8,256,T-Mobile,721.07,175.41,4.99,0,85,0,0
Samsung,New,12,64,T-Mobile,1046.31,47.64,3.52,2,115,0,0
Samsung,New,6,128,T-Mobile,659.84,39.08,3.42,1,25,0,1
OnePlus,New,12,512,AT&T,629.99,55.13,4.25,2,21,1,1
Samsung,New,6,256,Unlocked,822.22,144.45,5.0,2,74,1,0
Samsung,New,16,256,Unlocked,846.19,79.99,5.0,0,115,0,0
Apple,New,8,128,T-Mobile,732.37,47.41,4.06,1,101,0,0
Samsung,New,6,128,Unlocked,1255.59,101.83,4.11,0,49,0,0
Samsung,New,8,256,Unlocked,913.03,35.81,4.67,1,96,1,0
Samsung,OpenBox,8,64,Unlocked,651.37,0.0,4.3,0,109,0,0
Samsung,OpenBox,16,128,Unlocked,533.31,87.75,4.31,2,36,0,0
Apple,New,12,512,Unlocked,939.23,49.04,4.72,1,13,0,0
OnePlus,OpenBox,8,64,AT&T,646.15,79.18,5.0,1,116,1,0
Apple,New,8,512,Unlocked,1323.58,0.0,5.0,1,19,0,0
Xiaomi,New,16,128,Unlocked,944.15,26.48,5.0,2,2,1,1
Apple,New,12,128,Unlocked,973.19,77.3,3.48,0,38,1,0
Samsung,New,8,128,Verizon,904.71,0.0,4.94,1,93,1,1
Samsung,OpenBox,8,512,AT&T,1096.75,0.0,3.93,1,89,0,0
OnePlus,Refurbished,8,256,T-Mobile,323.02,82.33,5.0,0,38,1,0
Apple,New,12,256,AT&T,585.28,122.09,5.0,0,82,0,0
OnePlus,New,8,128,Unlocked,1077.51,26.5,4.7,0,113,0,0
Samsung,New,12,512,AT&T,1180.13,64.27,4.03,0,1,0,0
Samsung,New,8,256,Unlocked,578.24,65.66,4.16,1,103,0,0
Samsung,New,8,256,Verizon,449.9,0.0,4.2,0,72,0,0
Apple,Refurbished,8,256,Verizon,886.85,151.03,4.78,1,105,0,1
Samsung,OpenBox,12,256,Unlocked,956.79,69.02,4.6,0,6,1,0
Apple,Refurbished,8,256,Unlocked,882.42,69.67,5.0,0,30,0,0
Apple,New,12,128,Verizon,836.88,102.38,5.0,0,46,0,0
Samsung,New,8,512,Unlocked,442.59,0.0,3.98,0,95,1,0
Samsung,New,12,128,AT&T,767.5,135.2,4.64,2,81,1,0
Apple,Refurbished,12,512,Unlocked,800.3,143.04,4.63,0,40,0,0
Apple,New,12,128,Verizon,729.39,88.43,4.35,1,29,0,0
Apple,New,8,128,AT&T,427.88,107.73,4.87,0,54,0,0
Apple,New,12,128,Unlocked,978.64,60.44,4.65,2,20,0,0
Samsung,OpenBox,8,256,Unlocked,1040.47,131.8,4.11,0,108,0,0
Apple,OpenBox,6,128,Verizon,675.18,30.62,4.33,1,99,0,0
OnePlus,New,12,256,Unlocked,809.09,78.06,4.23,0,86,0,0
Apple,New,12,256,Unlocked,740.68,81.64,4.04,2,58,0,0
Apple,OpenBox,6,128,AT&T,742.82,77.68,4.36,1,77,0,0
OnePlus,New,16,256,Unlocked,958.5,144.15,3.75,2,31,0,1
Apple,New,8,256,Verizon,963.81,211.29,4.64,0,16,0,0
Samsung,New,16,512,Unlocked,1086.45,73.41,5.0,2,28,0,0
Xiaomi,New,12,128,Unlocked,1081.86,108.22,4.43,0,65,1,0
Xiaomi,New,16,512,Unlocked,812.2,31.85,4.87,0,115,1,0
Google,Refurbished,12,64,T-Mobile,1475.26,141.92,4.48,0,15,0,0
Apple,New,16,256,Unlocked,1190.99,48.95,3.89,0,37,0,0
Samsung,New,8,256,Unlocked,705.21,268.71,5.0,0,9,1,0
Xiaomi,New,8,128,Unlocked,877.85,0.0,3.19,0,53,0,1
Xiaomi,New,8,64,Verizon,413.12,208.85,4.41,0,113,0,0
Apple,New,12,256,Verizon,856.0,139.47,4.02,1,7,1,0
Samsung,New,6,128,Unlocked,1218.21,12.67,5.0,1,71,0,0
Apple,New,16,128,Unlocked,1461.89,219.17,4.51,0,19,0,0
Apple,New,8,128,Unlocked,823.32,24.3,5.0,2,1,0,0
Google,OpenBox,12,256,Verizon,923.67,61.14,4.42,1,65,0,0
Apple,New,8,128,AT&T,983.17,2.2,4.02,1,56,0,0
Apple,New,12,128,Verizon,1285.53,71.21,3.54,0,108,0,0
Apple,New,16,512,Verizon,633.75,76.84,4.95,0,35,0,0
Samsung,New,8,256,Unlocked,1434.21,129.8,3.98,0,76,0,0
Apple,New,12,256,Verizon,780.24,226.3,4.19,0,19,0,0
Samsung,Refurbished,8,256,Verizon,592.57,49.22,5.0,2,69,0,0
Apple,New,12,128,Unlocked,780.64,0.0,4.93,0,98,0,0
Xiaomi,OpenBox,12,128,T-Mobile,671.89,118.91,4.1,1,46,0,0
Apple,New,8,128,Unlocked,942.24,46.98,4.17,0,19,1,0
Samsung,OpenBox,6,64,Verizon,486.47,189.11,3.52,0,61,0,1
Apple,New,8,128,Verizon,881.16,77.92,3.37,1,20,1,0
Apple,New,6,256,T-Mobile,996.07,34.45,4.78,0,77,1,0
Apple,New,12,128,Unlocked,1176.22,19.22,4.84,0,28,0,0
Apple,New,8,128,T-Mobile,999.73,117.37,4.58,1,79,0,0
Apple,Refurbished,16,512,Unlocked,1162.68,63.49,4.49,0,85,0,0
Samsung,OpenBox,16,128,Unlocked,716.75,168.06,4.05,0,119,1,1
Samsung,New,16,256,T-Mobile,936.72,67.36,5.0,1,23,1,0
Apple,New,8,128,Unlocked,359.57,164.88,3.51,0,111,0,1
Samsung,New,8,256,Verizon,824.92,0.0,4.17,0,39,1,0
Samsung,New,12,64,Unlocked,935.09,0.0,4.48,0,19,1,0
Apple,OpenBox,12,64,T-Mobile,954.99,129.75,4.4,1,108,0,0
Samsung,New,16,256,AT&T,503.7,52.13,4.4,0,68,1,0
Apple,OpenBox,8,128,Unlocked,764.16,64.19,4.14,0,68,0,1
Apple,New,6,64,AT&T,794.83,19.27,4.67,0,36,0,0
Samsung,Refurbished,16,128,Unlocked,755.6,14.87,3.79,0,21,1,0
Xiaomi,New,12,256,Verizon,1009.5,118.14,4.33,1,8,1,0
Xiaomi,New,8,128,AT&T,802.3,78.87,4.62,0,103,0,0
Xiaomi,OpenBox,12,256,AT&T,871.85,16.39,4.23,0,3,0,0
Samsung,New,6,256,Verizon,742.28,127.43,4.4,3,61,0,0
Apple,New,8,256,AT&T,1084.26,150.49,4.51,1,32,0,1
Apple,New,8,256,Verizon,1100.63,73.47,3.52,0,100,0,0
Apple,New,8,128,T-Mobile,782.16,140.19,3.57,1,84,0,0
Apple,Refurbished,8,512,Unlocked,1477.13,19.89,4.47,1,10,0,0
Apple,OpenBox,8,128,Unlocked,681.37,114.63,4.1,0,16,0,0
Samsung,New,8,128,AT&T,1071.58,89.71,4.13,1,20,0,0
Apple,Refurbished,8,256,Unlocked,640.78,32.51,4.68,0,85,1,0
Apple,New,8,256,Unlocked,1020.07,203.18,3.91,1,11,0,0
Google,OpenBox,8,64,AT&T,1002.9,93.97,3.19,0,28,0,0
Apple,New,12,512,Unlocked,627.42,44.55,5.0,0,58,0,0
OnePlus,New,12,512,Unlocked,821.27,81.18,5.0,0,23,0,1
Apple,New,8,128,Unlocked,1260.9,27.82,5.0,0,47,0,0
Samsung,New,6,256,Unlocked,670.85,10.59,3.84,2,37,1,0
Apple,OpenBox,12,256,Unlocked,938.41,53.03,4.36,1,50,0,1
Samsung,New,12,512,Unlocked,923.81,57.1,3.77,0,4,0,0
Apple,New,16,256,AT&T,840.7,31.75,4.37,2,44,1,0
Apple,New,16,64,Unlocked,469.15,155.07,4.23,1,64,0,0
Samsung,New,8,256,AT&T,1032.3,34.05,3.86,1,51,1,1
Apple,New,12,64,T-Mobile,852.56,24.07,4.65,0,113,1,0
Apple,New,8,256,Unlocked,1092.85,8.86,4.27,2,46,0,0
Xiaomi,OpenBox,12,256,T-Mobile,900.99,3.08,5.0,0,37,1,0
Apple,New,16,256,Unlocked,864.18,141.65,4.44,2,19,1,0
Samsung,Refurbished,12,128,Verizon,931.96,95.49,3.13,0,74,1,0
Samsung,OpenBox,8,128,T-Mobile,632.74,121.42,3.49,1,68,0,0
Apple,New,8,256,AT&T,1192.78,141.1,5.0,0,7,0,0
Samsung,New,8,128,Unlocked,767.41,60.0,4.22,0,104,0,0
Apple,OpenBox,8,128,Unlocked,770.24,168.33,4.52,0,117,0,0
Google,OpenBox,12,128,Unlocked,1134.31,42.39,4.4,0,119,0,0
Apple,New,12,512,T-Mobile,904.42,14.26,5.0,0,93,0,0
Apple,Refurbished,8,128,Unlocked,797.98,102.42,3.45,1,14,0,0
Apple,Refurbished,12,256,Unlocked,941.04,88.67,5.0,0,107,0,1
OnePlus,New,8,256,Unlocked,987.72,88.58,5.0,0,49,0,0
Google,OpenBox,8,256,Unlocked,823.97,140.92,4.4,0,103,0,0
Xiaomi,New,8,256,Unlocked,1052.91,86.37,4.61,1,29,0,0
Samsung,OpenBox,8,64,Unlocked,570.48,98.78,4.21,2,82,0,0
Samsung,OpenBox,12,128,Verizon,907.6,161.58,3.56,0,68,0,0
Samsung,New,12,64,Unlocked,1026.06,96.0,4.69,3,55,0,1
OnePlus,New,12,256,Unlocked,986.79,109.66,4.52,3,43,0,0
Samsung,New,8,256,Unlocked,356.97,0.0,4.53,0,7,0,0
Apple,Refurbished,12,256,Unlocked,822.15,303.15,4.64,1,105,0,1
Samsung,New,8,256,AT&T,582.91,0.0,4.1,2,87,0,0
Samsung,OpenBox,8,256,Unlocked,1132.87,47.64,5.0,1,112,0,1
Apple,New,8,512,Unlocked,764.05,45.83,4.4,1,62,0,0
Samsung,New,12,256,Unlocked,1108.43,206.48,4.67,0,39,1,0
Apple,Refurbished,16,128,Unlocked,582.25,43.96,4.26,0,74,1,0
OnePlus,New,8,128,AT&T,935.94,106.51,4.93,0,43,1,0
Samsung,New,12,256,T-Mobile,851.75,46.23,4.45,0,112,0,0
OnePlus,New,8,256,Unlocked,1458.1,17.59,4.36,1,64,0,0
Samsung,New,8,256,Unlocked,1109.14,114.22,5.0,1,81,0,0
Google,New,12,128,Unlocked,1095.05,36.86,3.54,0,76,0,1
Apple,New,12,256,Verizon,1296.12,92.46,4.26,0,47,0,0
Xiaomi,New,12,128,Unlocked,912.43,117.6,4.09,0,90,0,0
Samsung,New,12,128,T-Mobile,828.11,194.41,4.59,2,59,0,0
Apple,New,8,256,Unlocked,803.02,4.27,4.56,1,12,1,0
Apple,New,16,256,T-Mobile,922.12,70.83,4.39,1,49,0,0
Apple,New,16,128,Unlocked,240.57,73.31,4.04,0,7,0,0
Samsung,Refurbished,8,128,Unlocked,850.51,80.06,4.39,1,88,0,1
Google,New,6,256,Unlocked,899.89,234.13,4.56,2,81,0,0
Xiaomi,New,8,128,Unlocked,815.71,69.6,4.31,1,107,0,0
Samsung,New,12,128,T-Mobile,513.2,0.0,4.95,1,57,0,0
Samsung,Refurbished,16,256,Unlocked,817.04,68.09,4.71,1,118,0,0
Samsung,OpenBox,12,256,Unlocked,512.59,72.9,4.41,0,81,0,0
OnePlus,OpenBox,8,64,T-Mobile,1240.23,65.54,3.23,0,46,0,0
OnePlus,Refurbished,6,256,Unlocked,793.38,36.88,4.29,0,36,0,0
Apple,New,8,256,Unlocked,396.21,0.72,4.72,0,113,0,0
Xiaomi,Refurbished,8,128,Unlocked,804.57,209.57,4.26,0,21,0,1
Samsung,New,6,128,Unlocked,1046.99,99.1,4.55,1,2,0,0
Google,OpenBox,6,128,T-Mobile,888.74,68.47,4.29,0,14,1,0
Xiaomi,OpenBox,6,128,Unlocked,648.95,207.66,4.52,0,83,0,0
Google,Refurbished,8,256,AT&T,700.79,27.88,5.0,2,94,0,0
Apple,New,12,128,Unlocked,786.89,116.14,4.79,0,61,0,0
Samsung,OpenBox,8,512,Unlocked,753.27,5.06,3.75,0,48,0,1
Apple,New,8,128,AT&T,572.9,125.05,3.57,0,22,0,1
Google,New,8,256,AT&T,835.13,11.93,4.62,1,10,1,1
Apple,New,16,256,Verizon,556.58,108.23,4.98,0,89,0,0
Google,New,12,256,Unlocked,1058.79,197.19,3.57,1,30,0,0
OnePlus,New,8,512,Unlocked,1085.64,85.61,4.3,0,118,0,0
Apple,New,12,256,AT&T,629.3,0.0,5.0,2,103,0,1
Samsung,New,12,128,Verizon,692.34,82.15,4.27,0,92,0,0
Samsung,New,12,512,Unlocked,756.94,108.83,5.0,0,58,1,0
Samsung,New,8,512,Unlocked,843.07,134.06,3.99,1,43,0,0
Apple,New,8,512,AT&T,906.51,168.42,4.08,2,102,0,1
Apple,OpenBox,8,128,Unlocked,951.87,171.47,4.05,0,6,0,0
Samsung,New,8,64,Verizon,946.74,72.14,3.76,0,113,0,0
Samsung,OpenBox,8,128,Verizon,1191.85,40.43,3.55,1,98,0,0
Samsung,New,8,256,Unlocked,863.28,12.89,4.29,1,8,1,0
Apple,New,8,64,Unlocked,563.45,47.6,4.47,0,27,0,0
Samsung,New,8,128,Unlocked,495.98,108.59,4.04,1,113,1,1
Samsung,New,8,256,Verizon,1209.87,0.0,4.16,1,79,0,0
Apple,New,6,128,T-Mobile,962.12,24.39,5.0,1,45,0,0
Google,New,8,256,Unlocked,895.42,113.74,4.89,0,100,0,1
Apple,New,8,128,Unlocked,948.78,41.21,4.27,0,84,0,0
Samsung,New,12,256,Unlocked,885.26,102.2,4.61,0,110,0,0
Xiaomi,New,8,128,Verizon,945.3,31.14,3.58,1,48,0,0
Samsung,New,6,256,Unlocked,768.03,97.27,4.53,0,71,0,0
Samsung,OpenBox,6,256,AT&T,1082.14,33.69,4.37,3,74,0,0
Apple,New,8,128,Unlocked,734.53,0.0,4.21,1,6,0,0
Apple,New,6,128,Unlocked,651.28,137.36,4.42,1,80,0,1
Apple,New,8,256,Unlocked,478.01,38.25,4.34,0,86,0,0
Google,New,8,256,T-Mobile,797.7,65.08,3.74,0,16,1,0
OnePlus,New,16,64,Verizon,1128.85,38.53,5.0,0,97,1,0
Apple,New,12,256,Unlocked,749.38,112.67,4.88,1,52,0,1
Apple,New,6,128,Unlocked,546.72,99.99,4.21,0,51,1,0
Apple,New,8,128,T-Mobile,912.66,112.53,3.52,3,25,0,0
Samsung,New,12,128,T-Mobile,706.77,47.03,3.17,0,102,0,0
Samsung,New,8,128,Unlocked,1190.62,77.02,5.0,0,15,1,0
Google,New,16,64,AT&T,1086.41,105.02,4.31,0,117,0,0
OnePlus,Refurbished,8,128,T-Mobile,570.4,172.71,4.78,0,71,1,1
Apple,New,6,64,Unlocked,811.74,98.39,3.93,2,29,0,0
Samsung,New,8,128,Unlocked,683.84,19.8,4.25,0,81,1,0
Samsung,New,16,256,Unlocked,594.69,96.07,4.27,1,86,0,0
Apple,OpenBox,16,256,Unlocked,837.69,70.1,4.52,0,31,0,0
OnePlus,OpenBox,12,64,AT&T,1030.01,0.0,4.44,0,105,0,1
Apple,OpenBox,8,128,Unlocked,832.02,0.0,3.94,0,1,0,0
Google,New,12,256,Unlocked,736.45,76.01,3.93,0,16,0,0
Google,New,8,256,Unlocked,364.63,81.07,4.36,1,116,0,0
OnePlus,OpenBox,8,256,Verizon,703.52,62.32,3.52,0,91,0,1
Samsung,New,12,128,Unlocked,971.4,133.05,3.99,0,57,0,0
Apple,Refurbished,16,128,Unlocked,554.77,23.89,4.32,0,38,0,0
OnePlus,New,8,128,Unlocked,1132.16,0.0,4.6,0,78,0,0
Google,New,8,256,AT&T,721.6,30.46,5.0,0,83,0,0
Samsung,New,8,128,Unlocked,892.62,43.41,4.16,0,9,0,1
Google,New,8,64,Unlocked,762.19,76.51,4.42,0,52,1,0
Apple,OpenBox,6,64,AT&T,591.21,32.14,3.47,1,74,0,0
Samsung,New,12,256,Unlocked,946.87,0.0,4.57,2,71,0,0
OnePlus,New,6,128,Verizon,718.44,0.0,3.95,0,91,1,0
Apple,New,12,256,Unlocked,666.73,87.39,4.25,0,109,0,0
Samsung,OpenBox,8,128,AT&T,327.25,12.26,4.64,1,6,0,0
Xiaomi,New,8,128,Unlocked,1136.59,0.0,4.66,0,64,0,0
Google,Refurbished,8,128,Unlocked,851.35,117.5,3.67,0,63,1,0
